Student_ID,Course_ID,Date,Time_Spent_Minutes,Completion_Percentage
S057,DM101,2024-03-08,102,16.09
S057,DM101,2024-02-19,130,13.92
S057,WD404,2024-02-17,74,77.26
S057,UX303,2024-01-09,98,31.7
S057,DM101,2024-03-15,95,22.01
S057,UX303,2024-03-10,96,83.22
S057,PY202,2024-03-28,128,98.27
S058,PY202,2024-01-18,26,74.44
S058,WD404,2024-01-05,85,28.14
S058,PY202,2024-01-06,90,94.0
S058,WD404,2024-03-10,131,32.8
S058,PY202,2024-02-06,101,87.59
S058,DM101,2024-03-24,94,34.59
S058,UX303,2024-02-25,112,76.9
S058,WD404,2024-02-13,57,54.66
S058,WD404,2024-02-17,142,34.0
S058,DM101,2024-02-24,30,48.75
S059,UX303,2024-02-11,36,17.21
S059,UX303,2024-02-09,124,64.24
S059,WD404,2024-01-22,123,41.64
S059,DM101,2024-02-15,167,99.83
S059,UX303,2024-03-22,24,16.75
S060,UX303,2024-03-06,50,95.75
S060,PY202,2024-03-18,122,13.13
S060,DM101,2024-01-31,175,42.97
S060,WD404,2024-03-13,18,64.46
S060,WD404,2024-02-17,105,49.95
S060,DM101,2024-03-14,45,57.65
S060,WD404,2024-02-10,176,35.08
S060,DM101,2024-01-04,57,54.91
S060,WD404,2024-03-12,40,33.56
S061,WD404,2024-01-28,166,35.7
S061,WD404,2024-01-26,41,22.22
S061,DM101,2024-02-27,54,90.88
S061,WD404,2024-01-12,91,70.11
S061,DM101,2024-03-11,148,36.13
S061,UX303,2024-01-21,173,25.67
S061,UX303,2024-03-06,67,20.92
S062,PY202,2024-01-31,136,12.37
S062,UX303,2024-02-29,151,21.68
S062,DM101,2024-01-09,89,45.83
S062,WD404,2024-03-08,115,79.22
S062,DM101,2024-01-17,91,67.81
S062,WD404,2024-02-29,142,41.01
S063,PY202,2024-02-25,138,91.96
S063,DM101,2024-01-16,142,23.77
S063,PY202,2024-01-21,92,94.13
S063,PY202,2024-02-14,142,90.54
S063,DM101,2024-02-02,60,67.16
S064,PY202,2024-03-21,87,65.3
S064,DM101,2024-03-05,174,25.18
S064,PY202,2024-01-22,178,66.2
S064,UX303,2024-03-13,20,84.27
S064,DM101,2024-01-11,21,95.37
S064,UX303,2024-03-24,63,79.03
S064,WD404,2024-03-20,173,12.73
S065,UX303,2024-03-02,72,82.42
S065,WD404,2024-02-08,126,16.57
S065,DM101,2024-01-21,122,47.41
S065,WD404,2024-01-27,97,64.6
S065,UX303,2024-02-10,98,97.78
S065,PY202,2024-02-17,141,60.55
S065,UX303,2024-01-31,129,21.03
S066,PY202,2024-01-19,34,14.55
S066,WD404,2024-03-19,117,32.34
S066,PY202,2024-02-11,157,74.9
S066,PY202,2024-01-21,137,99.64
S066,WD404,2024-03-04,88,54.76
S066,DM101,2024-02-20,139,51.15
S066,PY202,2024-01-28,159,41.76
S066,DM101,2024-02-06,136,63.78
S066,WD404,2024-02-06,147,10.74
S066,DM101,2024-02-25,44,89.42
S067,WD404,2024-02-16,21,46.05
S067,PY202,2024-02-16,151,35.97
S067,WD404,2024-03-05,125,78.8
S067,UX303,2024-03-20,166,20.69
S067,DM101,2024-02-20,105,81.54
S067,UX303,2024-03-12,103,77.95
S067,PY202,2024-03-18,140,46.12
S067,DM101,2024-01-06,19,22.33
S068,WD404,2024-03-07,126,23.4
S068,PY202,2024-02-11,166,38.67
S068,WD404,2024-03-19,86,63.44
S068,WD404,2024-03-31,154,36.98
S068,DM101,2024-02-17,94,70.64
S068,WD404,2024-03-15,88,81.71
S068,DM101,2024-03-17,131,33.9
S068,PY202,2024-01-07,159,53.24
S069,PY202,2024-03-28,72,12.84
S069,DM101,2024-01-25,14,49.69
S069,WD404,2024-01-20,115,72.15
S069,WD404,2024-03-05,166,92.85
S069,DM101,2024-03-31,45,56.68
S069,UX303,2024-03-25,132,57.29
S069,UX303,2024-01-23,127,92.09
S069,UX303,2024-03-10,100,70.83
S069,UX303,2024-03-19,133,27.3
S070,UX303,2024-03-12,86,30.24
S070,UX303,2024-02-06,63,72.12
S070,WD404,2024-02-10,132,41.39
S070,UX303,2024-02-06,41,61.61
S070,WD404,2024-02-20,98,95.91
S070,PY202,2024-02-07,20,35.89
S071,UX303,2024-02-26,177,33.08
S071,WD404,2024-01-28,61,84.52
S071,UX303,2024-03-12,79,22.35
S071,PY202,2024-02-01,22,70.29
S072,PY202,2024-01-07,35,47.2
S072,WD404,2024-01-13,45,10.47
S072,PY202,2024-02-22,177,94.15
S072,WD404,2024-03-02,176,27.95
S072,UX303,2024-02-11,83,68.13
S072,DM101,2024-03-24,156,30.9
S073,PY202,2024-02-23,55,94.05
S073,DM101,2024-02-20,136,26.77
S073,UX303,2024-01-05,12,36.86
S074,UX303,2024-02-06,126,99.02
S074,WD404,2024-01-18,139,52.12
S074,PY202,2024-01-15,94,24.62
S074,WD404,2024-03-23,75,74.67
S075,UX303,2024-02-07,155,70.7
S075,PY202,2024-01-23,166,87.05
S075,WD404,2024-02-24,141,39.51
S076,DM101,2024-01-24,45,52.97
S076,PY202,2024-01-01,76,44.52
S076,WD404,2024-02-04,94,37.18
S076,DM101,2024-02-03,177,42.36
S076,PY202,2024-01-08,180,20.64
S076,UX303,2024-01-21,113,71.75
S076,UX303,2024-03-29,40,67.48
S076,UX303,2024-02-17,167,29.88
S076,PY202,2024-03-02,49,50.95
S077,WD404,2024-03-30,150,92.15
S077,PY202,2024-02-01,162,88.58
S077,DM101,2024-03-08,124,57.54
S077,UX303,2024-01-10,154,20.1
S077,PY202,2024-03-14,147,23.49
S077,UX303,2024-03-07,123,20.46
S077,PY202,2024-03-15,135,18.18
S077,WD404,2024-01-08,126,21.87
S078,WD404,2024-03-13,24,60.29
S078,UX303,2024-01-03,111,32.9
S078,DM101,2024-01-28,158,16.57
S078,WD404,2024-02-14,26,58.7
S078,DM101,2024-01-09,130,12.86
S078,WD404,2024-01-24,44,78.92
S078,WD404,2024-02-17,107,50.37
S078,WD404,2024-02-18,30,71.45
S078,PY202,2024-03-24,99,20.68
S079,PY202,2024-01-29,10,78.06
S079,UX303,2024-02-29,149,48.17
S079,WD404,2024-01-30,73,51.46
S079,PY202,2024-02-05,58,94.37
S079,DM101,2024-01-05,179,47.73
S079,DM101,2024-01-31,62,16.06
S079,DM101,2024-02-27,163,70.48
S079,DM101,2024-02-01,21,46.2
S079,PY202,2024-03-10,65,77.89
S080,PY202,2024-03-05,84,31.07
S080,UX303,2024-03-14,163,79.53
S080,UX303,2024-01-31,87,88.86
S081,WD404,2024-02-08,80,15.49
S081,PY202,2024-03-21,119,60.03
S081,DM101,2024-02-14,174,70.42
S081,UX303,2024-03-30,116,46.74
S081,UX303,2024-02-18,57,77.9
S081,WD404,2024-01-31,67,37.07
S082,WD404,2024-01-08,153,47.14
S082,WD404,2024-03-12,145,22.07
S082,PY202,2024-02-02,62,39.72
S082,DM101,2024-02-27,104,18.32
S082,PY202,2024-01-07,78,43.95
S083,DM101,2024-01-25,160,75.19
S083,PY202,2024-03-02,63,88.25
S083,UX303,2024-02-08,13,29.06
S084,DM101,2024-03-02,72,72.61
S084,PY202,2024-02-20,71,59.69
S084,UX303,2024-02-18,129,58.03
S084,UX303,2024-02-09,76,42.37
S084,WD404,2024-02-29,35,82.25
S084,WD404,2024-02-10,62,43.36
S085,DM101,2024-03-13,66,76.71
S085,DM101,2024-02-03,151,94.13
S085,WD404,2024-02-07,49,27.66
S085,PY202,2024-02-18,155,85.0
S085,WD404,2024-03-11,177,94.91
S085,UX303,2024-02-02,135,96.99
S085,WD404,2024-02-28,53,75.95
S085,UX303,2024-01-22,45,74.83
S085,WD404,2024-01-24,148,99.13
S086,DM101,2024-01-10,22,78.79
S086,WD404,2024-01-18,171,30.83
S086,PY202,2024-01-02,65,55.52
S087,DM101,2024-03-20,173,70.01
S087,WD404,2024-03-25,134,11.42
S087,WD404,2024-01-02,14,57.65
S087,UX303,2024-03-09,83,11.54
S087,WD404,2024-01-23,37,92.62
S087,PY202,2024-01-31,59,65.78
S087,UX303,2024-02-15,78,81.54
S087,DM101,2024-02-17,113,51.31
S088,PY202,2024-02-08,30,68.84
S088,DM101,2024-01-12,113,44.13
S088,WD404,2024-01-08,173,10.85
S088,PY202,2024-01-11,137,86.08
S088,UX303,2024-03-13,34,90.53
S088,DM101,2024-01-30,64,91.11
S089,UX303,2024-01-06,29,71.6
S089,UX303,2024-03-10,154,69.23
S089,PY202,2024-02-10,14,96.53
S089,PY202,2024-02-20,29,36.93
S089,PY202,2024-03-13,109,70.93
S089,UX303,2024-02-19,45,81.14
S089,DM101,2024-03-05,98,14.83
S089,WD404,2024-01-30,29,40.65
S089,WD404,2024-02-11,17,67.07
S089,WD404,2024-03-03,68,42.02
S090,WD404,2024-01-24,159,69.46
S090,DM101,2024-03-20,85,81.82
S090,DM101,2024-01-11,78,23.88
S090,PY202,2024-02-19,91,42.46
S090,DM101,2024-01-01,88,50.03
S090,UX303,2024-01-14,43,17.86
S090,WD404,2024-02-27,152,59.93
S090,WD404,2024-01-14,16,18.07
S090,DM101,2024-03-17,163,80.6
S091,DM101,2024-02-07,115,44.9
S091,DM101,2024-03-12,72,61.48
S091,PY202,2024-03-28,107,25.26
S091,UX303,2024-02-08,78,54.38
S091,DM101,2024-01-22,121,34.84
S091,UX303,2024-03-02,29,42.5
S091,PY202,2024-03-21,136,63.44
S091,PY202,2024-02-28,37,22.19
S091,DM101,2024-02-20,95,85.75
S092,UX303,2024-02-26,95,48.76
S092,PY202,2024-02-08,92,64.29
S092,PY202,2024-03-02,90,25.99
S092,WD404,2024-02-10,84,76.14
S092,WD404,2024-03-14,72,39.33
S092,UX303,2024-02-20,103,20.25
S092,PY202,2024-03-16,149,26.19
S092,DM101,2024-02-29,63,49.46
S092,UX303,2024-03-29,27,83.71
S093,WD404,2024-01-18,172,37.25
S093,UX303,2024-03-25,49,74.37
S093,WD404,2024-01-10,124,99.16
S093,WD404,2024-03-15,112,58.09
S093,WD404,2024-03-10,19,81.16
S093,UX303,2024-03-30,147,63.44
S093,DM101,2024-01-14,73,69.18
S093,UX303,2024-01-22,175,65.14
S093,WD404,2024-02-12,120,19.54
S094,UX303,2024-01-29,140,77.22
S094,PY202,2024-02-27,105,45.2
S094,PY202,2024-02-14,16,53.45
S094,UX303,2024-02-23,31,20.45
S095,UX303,2024-02-09,97,50.98
S095,PY202,2024-03-07,133,41.35
S095,DM101,2024-02-26,125,38.7
S095,UX303,2024-01-06,39,12.03
S095,UX303,2024-03-23,37,70.94
S096,PY202,2024-03-07,54,59.67
S096,UX303,2024-03-12,119,96.26
S096,PY202,2024-02-21,171,26.6
S096,WD404,2024-02-20,17,76.36
S096,PY202,2024-02-27,161,48.66
S097,PY202,2024-01-27,81,77.71
S097,DM101,2024-03-14,36,81.96
S097,PY202,2024-02-16,93,27.74
S098,UX303,2024-03-26,135,57.49
S098,UX303,2024-03-17,109,65.02
S098,DM101,2024-02-14,100,86.1
S098,PY202,2024-03-27,86,92.68
S099,PY202,2024-02-10,40,31.47
S099,DM101,2024-01-24,105,72.41
S099,WD404,2024-02-23,162,22.41
S099,WD404,2024-02-24,57,53.8
S100,PY202,2024-03-03,83,22.63
S100,UX303,2024-02-27,168,14.83
S100,UX303,2024-01-02,134,22.29
S100,WD404,2024-03-12,139,68.78
S100,WD404,2024-03-28,135,47.41
